video_stem,video_path,exercise_class,quality,split,action_name_raw,comment,action_guidance,judgement_key,frame_root,frame_start,frame_end,annotator
vkpoOC_action_14__ann0,,leg reverse lunge,4.000000,train,Leg Reverse Lunge,"The form is fairly accurate, but the speed can be slowed down a bit.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",vkpoOC_action_14,frames_open/vkpoOC,7381,7816,U1zT0YQOaN
vkpoOC_action_14__ann1,,leg reverse lunge,5.000000,train,Leg Reverse Lunge,"The movement is precise, naturally fluent, and very good.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",vkpoOC_action_14,frames_open/vkpoOC,7381,7816,FQPS6YwfuN
kSRn9X_action_2__ann0,,kneeling side torso twist,3.000000,train,Kneeling Side Torso Twist,"The hand movement is incorrect, it should be placed behind the ear.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,kSRn9X_action_2,frames_open/kSRn9X,1606,2446,U1zT0YQOaN
kSRn9X_action_2__ann1,,kneeling side torso twist,4.000000,train,Kneeling Side Torso Twist,You should place your hands near your ears.,lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,kSRn9X_action_2,frames_open/kSRn9X,1606,2446,FQPS6YwfuN
SMPFTP_action_11__ann0,,shoulder bridge,4.000000,train,Shoulder Bridge,"The movements are standardized, and the frequency is moderate.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",SMPFTP_action_11,frames_open/SMPFTP,8851,9391,U1zT0YQOaN
SMPFTP_action_11__ann1,,shoulder bridge,5.000000,train,Shoulder Bridge,"The movement is executed with proper form, suitable pace, and a natural, smooth flow. Very good.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",SMPFTP_action_11,frames_open/SMPFTP,8851,9391,FQPS6YwfuN
CfMZyu_action_7__ann0,,leg reverse lunge,2.000000,train,Leg Reverse Lunge,"Not fully returning to the upright position, the range of the downward press can be increased a little more.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",CfMZyu_action_7,frames_open/CfMZyu,4636,5281,U1zT0YQOaN
CfMZyu_action_7__ann1,,leg reverse lunge,4.000000,train,Leg Reverse Lunge,"The movements mostly align with the instructional texts, but the performer's balance seems unstable during the execution, possibly due to an uneven distribution of weight between the left and right sides.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",CfMZyu_action_7,frames_open/CfMZyu,4636,5281,Rz1THrHZp2
efRWi4_action_12__ann0,,kneeling side torso twist,4.000000,train,Kneeling Side Torso Twist,"The balance is maintained well, with no brief pause when close to the ground.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,efRWi4_action_12,frames_open/efRWi4,7531,8326,U1zT0YQOaN
efRWi4_action_12__ann1,,kneeling side torso twist,5.000000,train,Kneeling Side Torso Twist,"The movements are standard, natural and smooth, with a moderate speed. Very good.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,efRWi4_action_12,frames_open/efRWi4,7531,8326,FQPS6YwfuN
yT4RK3_action_7__ann0,,leg lunge with knee lift,3.000000,train,Leg Lunge With Knee Lift,"The balance is maintained quite well, the left leg can be extended a bit more when moving it backward, even further back.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",yT4RK3_action_7,frames_open/yT4RK3,3946,4456,U1zT0YQOaN
yT4RK3_action_7__ann1,,leg lunge with knee lift,5.000000,train,Leg Lunge With Knee Lift,"The movements completely match the instruction text, overall quite smooth, except for the redundant actions before starting the movements.","in the lunge position, the upper body is in a straight line with the back leg, and put your hands on your hips. get up, raise your knees simultaneously, and move as steadily and smoothly as possible. do not tilt your pelvis to the side during the lunge, and keep your pelvis and upper body always forward.",yT4RK3_action_7,frames_open/yT4RK3,3946,4456,Rz1THrHZp2
9jZICf_action_4__ann0,,jumping jacks,2.000000,train,Jumping Jacks,"The feet should jump to the sides, not front and back.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",9jZICf_action_4,frames_open/9jZICf,3871,4261,U1zT0YQOaN
hOmM1K_action_7__ann0,,side knee raise and abdominal muscles contract,1.000000,train,Side Knee Raise And Abdominal Muscles Contract,"The movements are not coherent, the hands should be raised above the head, the right hand is not placed on the hip, and the core strength is not utilized.","keep your weight on your right foot and put your right hand on your hip; put your left tiptoes on the ground, lift your left shoulder and stretch your left arm above your head, feeling the stretch in your left abdominal muscle. lift the left knee while pressing the left shoulder down and touching the left knee with the left elbow; then restore to the initial state after a pause.",hOmM1K_action_7,frames_open/hOmM1K,9931,10501,U1zT0YQOaN
CQlaER_action_5__ann0,,sumo squat,2.000000,train,Sumo Squat,"Hands not crossed, placed in front of the chest, the movements are too fast.","stand about twice shoulder-width apart, with your toes facing diagonally forward. when squatting to the thighs parallel to the ground, keep your knees in the same direction as your toes. keep your upper body as straight as possible, and sit back slightly when squatting. cross your arms over your chest.",CQlaER_action_5,frames_open/CQlaER,2836,3391,U1zT0YQOaN
siWgNZ_action_4__ann0,,kneeling side torso twist,2.000000,train,Kneeling Side Torso Twist,"The movement was executed in reverse, but the balance was maintained quite well.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,siWgNZ_action_4,frames_open/siWgNZ,6256,6841,U1zT0YQOaN
vkpoOC_action_6__ann0,,push-ups,4.000000,train,Push-ups,The body forms a straight line and the depth of the downward movement is very good.,"push up on the mat, keep your waist and back straight, keep your body in a straight line from the side, and hold the hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down your body until your elbows are slightly higher than your torso, then stretch your arms to get up and restore.",vkpoOC_action_6,frames_open/vkpoOC,3316,3736,U1zT0YQOaN
9jZICf_action_10__ann0,,push-ups,2.000000,train,Push-ups,"The body is not in a straight line, and the range of downward pressure is too small.","push up on the mat, keep your waist and back straight, keep your body in a straight line from the side, and hold the hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down your body until your elbows are slightly higher than your torso, then stretch your arms to get up and restore.",9jZICf_action_10,frames_open/9jZICf,10051,10801,U1zT0YQOaN
efRWi4_action_10__ann0,,jumping jacks,4.000000,train,Jumping Jacks,"Standard movement, hands tight","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",efRWi4_action_10,frames_open/efRWi4,6481,6826,U1zT0YQOaN
yT4RK3_action_1__ann0,,kneeling side torso twist,3.000000,train,Kneeling Side Torso Twist,"The left hand is not tight enough, it is not fully straight, and there is a bend in the middle. There was no brief pause when close to the ground.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,yT4RK3_action_1,frames_open/yT4RK3,781,1321,U1zT0YQOaN
AXQTck_action_8__ann0,,push-ups,2.000000,train,Push-ups,"The body is not in a straight line, and the range of downward movement is too small.","push up on the mat, keep your waist and back straight, keep your body in a straight line from the side, and hold the hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down your body until your elbows are slightly higher than your torso, then stretch your arms to get up and restore.",AXQTck_action_8,frames_open/AXQTck,11101,11791,U1zT0YQOaN
AXQTck_action_8__ann1,,push-ups,3.000000,train,Push-ups,"The waist and back are not straight, arching upwards, the movement is slow, and there is minimal bending of the arms.","push up on the mat, keep your waist and back straight, keep your body in a straight line from the side, and hold the hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down your body until your elbows are slightly higher than your torso, then stretch your arms to get up and restore.",AXQTck_action_8,frames_open/AXQTck,11101,11791,FQPS6YwfuN
VfvVcI_action_8__ann0,,jumping jacks,3.000000,train,Jumping Jacks,"The hands are not tight enough, too lax.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",VfvVcI_action_8,frames_open/VfvVcI,3811,3961,U1zT0YQOaN
VfvVcI_action_8__ann1,,jumping jacks,5.000000,train,Jumping Jacks,"The head lacks stability, but the rest is done very well and flows very smoothly.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",VfvVcI_action_8,frames_open/VfvVcI,3811,3961,FQPS6YwfuN
zOfbr6_action_7__ann0,,side knee raise and abdominal muscles contract,4.000000,train,Side Knee Raise And Abdominal Muscles Contract,"The contraction position did not have a brief pause, the movement is not very coordinated, the movements of the left hand and left foot are not synchronized.","keep your weight on your right foot and put your right hand on your hip; put your left tiptoes on the ground, lift your left shoulder and stretch your left arm above your head, feeling the stretch in your left abdominal muscle. lift the left knee while pressing the left shoulder down and touching the left knee with the left elbow; then restore to the initial state after a pause.",zOfbr6_action_7,frames_open/zOfbr6,9376,10036,U1zT0YQOaN
zOfbr6_action_7__ann1,,side knee raise and abdominal muscles contract,3.000000,train,Side Knee Raise And Abdominal Muscles Contract,"The movements generally comply with the instructional text, but the participant did not pay attention to shifting the center of gravity onto the right foot and did not stretch and tense the muscles on the left side of the abdomen. Additionally, the entire left sole touched the ground.","keep your weight on your right foot and put your right hand on your hip; put your left tiptoes on the ground, lift your left shoulder and stretch your left arm above your head, feeling the stretch in your left abdominal muscle. lift the left knee while pressing the left shoulder down and touching the left knee with the left elbow; then restore to the initial state after a pause.",zOfbr6_action_7,frames_open/zOfbr6,9376,10036,Rz1THrHZp2
Wa4cFu_action_2__ann0,,high knee,3.000000,train,High Knee,The movement is too slow and the hands lack strength.,"straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",Wa4cFu_action_2,frames_open/Wa4cFu,1171,1381,U1zT0YQOaN
Wa4cFu_action_2__ann1,,high knee,5.000000,train,High Knee,"The movements are standard, fluid, at a moderate pace, very good.","straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",Wa4cFu_action_2,frames_open/Wa4cFu,1171,1381,FQPS6YwfuN
zOfbr6_action_14__ann0,,high knee,1.000000,train,High Knee,"The speed is too slow, the range of motion is too small, and the hand strength is not enough.","straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",zOfbr6_action_14,frames_open/zOfbr6,16591,17176,U1zT0YQOaN
bUrhTo_action_2__ann0,,jumping jacks,1.000000,train,Jumping Jacks,"The speed is too slow, the range of motion is too small, and there is not enough strength in the hands.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",bUrhTo_action_2,frames_open/bUrhTo,1771,2146,U1zT0YQOaN
hOmM1K_action_4__ann0,,leg reverse lunge,3.000000,train,Leg Reverse Lunge,Hands are not placed on the hips.,"keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",hOmM1K_action_4,frames_open/hOmM1K,2086,2851,U1zT0YQOaN
hOmM1K_action_4__ann1,,leg reverse lunge,3.000000,train,Leg Reverse Lunge,"When squatting, the front leg's knee should be pushed forward, bearing the majority of the body weight. It is important to maintain equal weight distribution between both legs, and keep the knee and ankle joints in a vertical line.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",hOmM1K_action_4,frames_open/hOmM1K,2086,2851,BuNO6n9JEC
Szmqw5_action_8__ann0,,sumo squat,3.000000,train,Sumo Squat,The hands are not placed on the hips.,"stand about twice shoulder-width apart, with your toes facing diagonally forward. when squatting to the thighs parallel to the ground, keep your knees in the same direction as your toes. keep your upper body as straight as possible, and sit back slightly when squatting. cross your arms over your chest.",Szmqw5_action_8,frames_open/Szmqw5,12841,13381,U1zT0YQOaN
Szmqw5_action_8__ann1,,sumo squat,4.000000,train,Sumo Squat,"The hands should be crossed in front of the chest, not clasped, and the distance between the legs should be a little wider.","stand about twice shoulder-width apart, with your toes facing diagonally forward. when squatting to the thighs parallel to the ground, keep your knees in the same direction as your toes. keep your upper body as straight as possible, and sit back slightly when squatting. cross your arms over your chest.",Szmqw5_action_8,frames_open/Szmqw5,12841,13381,FQPS6YwfuN
Of1Uia_action_10__ann0,,shoulder bridge,2.000000,train,Shoulder Bridge,"The feet are not relaxed enough, and there is a lack of maintaining stillness throughout the movement process.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",Of1Uia_action_10,frames_open/Of1Uia,6871,7456,U1zT0YQOaN
Of1Uia_action_4__ann0,,side knee raise and abdominal muscles contract,2.000000,train,Side Knee Raise And Abdominal Muscles Contract,"Not utilizing core strength, no sensation of waist and abdominal stretching, hands not placed on the hips","keep your weight on your right foot and put your right hand on your hip; put your left tiptoes on the ground, lift your left shoulder and stretch your left arm above your head, feeling the stretch in your left abdominal muscle. lift the left knee while pressing the left shoulder down and touching the left knee with the left elbow; then restore to the initial state after a pause.",Of1Uia_action_4,frames_open/Of1Uia,2356,2791,U1zT0YQOaN
Of1Uia_action_4__ann1,,side knee raise and abdominal muscles contract,3.000000,train,Side Knee Raise And Abdominal Muscles Contract,"The movement only partially complies with the instructional text, the weight is not placed on the right foot, the left foot is not used to touch the ground with the tip, the left abdominal muscles do not show a tense stretching sensation, and the pause requirement has not been achieved.","keep your weight on your right foot and put your right hand on your hip; put your left tiptoes on the ground, lift your left shoulder and stretch your left arm above your head, feeling the stretch in your left abdominal muscle. lift the left knee while pressing the left shoulder down and touching the left knee with the left elbow; then restore to the initial state after a pause.",Of1Uia_action_4,frames_open/Of1Uia,2356,2791,Rz1THrHZp2
VfvVcI_action_13__ann0,,high knee,3.000000,train,High Knee,"The speed is moderate, but the hand movements are a bit scattered.","straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",VfvVcI_action_13,frames_open/VfvVcI,7981,8146,U1zT0YQOaN
MPm3tr_action_13__ann0,,high knee,2.000000,train,High Knee,The speed is too slow and the body tightness is not maintained.,"straighten your back, look ahead, and lift your legs alternately and quickly with your front feet on the ground. keep your body stable and swing your arms with the rhythm of the leg lifts. maintain the fastest speed.",MPm3tr_action_13,frames_open/MPm3tr,10111,10336,U1zT0YQOaN
ripW9E_action_9__ann0,,sit-ups,2.000000,train,Sit-ups,"The feet are not close together, the legs are not apart, and the hands are not extended and touching the legs.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",ripW9E_action_9,frames_open/ripW9E,8941,9676,U1zT0YQOaN
AXQTck_action_4__ann0,,shoulder bridge,5.000000,train,Shoulder Bridge,"Standard movements, body balance, moderate amplitude and frequency.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",AXQTck_action_4,frames_open/AXQTck,6286,7306,U1zT0YQOaN
oc0KO6_action_2__ann0,,leg reverse lunge,2.000000,train,Leg Reverse Lunge,"The body is unbalanced, not restored to an upright position, and the hands are not placed on the hips.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",oc0KO6_action_2,frames_open/oc0KO6,1291,1861,U1zT0YQOaN
oc0KO6_action_2__ann1,,leg reverse lunge,3.000000,train,Leg Reverse Lunge,"My hands are not placed on my hips, I am not looking straight ahead, and I feel unstable with my balance.","keep your chest up and your abdominal muscles tight, and look ahead with both hands on your hips. step back with your right leg, squat down so that the knee joint and ankle joint are in the same vertical line, and keep the load evenly distributed on both legs; sink your hip, bend the knees and squat down until your right leg knee joint is close to the ground, and then return.",oc0KO6_action_2,frames_open/oc0KO6,1291,1861,Cffu4G7Fgt
CQlaER_action_9__ann0,,clap jacks,3.000000,train,Clap Jacks,"The hands are not tight enough, a bit sloppy.","lift your head and chest, and tense your abdomen. tense the arms, and use the strength of your pectoral muscles to clap your hands while jumping back and forth with alternating feet.",CQlaER_action_9,frames_open/CQlaER,6541,6886,U1zT0YQOaN
Wa4cFu_action_8__ann0,,jumping jacks,4.000000,train,Jumping Jacks,"Standard movement, sufficient strength, moderate range of motion.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",Wa4cFu_action_8,frames_open/Wa4cFu,7471,7621,U1zT0YQOaN
Wa4cFu_action_8__ann1,,jumping jacks,4.000000,train,Jumping Jacks,"The movements flow smoothly, but the arms appear relaxed without being tightened or straightened.","tighten your waist and abdomen, and tense your arms. lift your arms with shoulder strength, press your arms down with back strength, and use your arms to drive your body to jump. jump with your feet open and close, relax your calves as much as possible, and do not lower or raise your head.",Wa4cFu_action_8,frames_open/Wa4cFu,7471,7621,Rz1THrHZp2
08ALrC_action_2__ann0,,sit-ups,4.000000,train,Sit-ups,"Using abdominal strength, full range of motion, legs slightly apart.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",08ALrC_action_2,frames_open/08ALrC,1531,2491,U1zT0YQOaN
08ALrC_action_2__ann1,,sit-ups,5.000000,train,Sit-ups,"The movement is natural and smooth, with a suitable pace. Very good.","lie on the mat, put your arms straight on either side of your head, put your feet together, open your legs, and use your abdominal muscles to get up. keep your head, shoulders, upper back, and lower back off the ground in turn, and touch your feet with your hands. make sure your lower back, upper back, shoulder, and head touch the ground in turn when lowering. control your speed throughout the action, with the frequency of about once every 2 seconds.",08ALrC_action_2,frames_open/08ALrC,1531,2491,FQPS6YwfuN
MPm3tr_action_5__ann0,,kneeling pushing-ups,4.000000,train,Kneeling pushing-ups,"Keep both feet uncrossed, maintain a straight body line, and ensure sufficient depth in the downward movement.","cross your feet, kneel on the mat, keep your back straight, keep your body in a straight line from the side, and put your hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down until your elbows are slightly above your torso, then stretch your arms and get up to restore.",MPm3tr_action_5,frames_open/MPm3tr,5581,5956,U1zT0YQOaN
bccnRq_action_1__ann0,,kneeling side torso twist,3.000000,train,Kneeling Side Torso Twist,"The hand movement is incorrect as it is not placed behind the ear, but the body balance is maintained quite well.",lie prone on a yoga mat with your knees on the ground and slightly apart; put your left hand on the ground and bend your right elbow to hold your ear. contract your abdominal muscles and use your right elbow to get closer to the ground; pause briefly and return to the starting position.,bccnRq_action_1,frames_open/bccnRq,646,1291,U1zT0YQOaN
AXQTck_action_14__ann0,,shoulder bridge,4.000000,train,Shoulder Bridge,"The balance of the movement is maintained quite well, but the palms are not completely facing downwards.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",AXQTck_action_14,frames_open/AXQTck,17881,18706,U1zT0YQOaN
AXQTck_action_14__ann1,,shoulder bridge,4.000000,train,Shoulder Bridge,"The movements are slow, the speed can be a bit faster, the palms are not facing the ground, they should have their palms opened and placed on the ground.","lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",AXQTck_action_14,frames_open/AXQTck,17881,18706,FQPS6YwfuN
Szmqw5_action_10__ann0,,shoulder bridge,4.000000,train,Shoulder Bridge,The movements are well balanced and have a suitable range.,"lie on your back with your legs naturally bent about 90 degrees, keep your legs hip_x0002_width apart, and relax your feet. place your hands naturally on both sides of your body with palms down, and keep your spine in a standard neutral position. when inhaling, keep your body stable, and when exhaling, contract the abdominal muscles, pull your navel toward the spine, tilt the pelvis backward and lift your pubis. continue to exhale, raise your spine from the tailbone section by section to roll off the mat until your knees and hips are raised in a straight line with the shoulders. inhale again, and keep your torso still. exhale, relax your chest and ribs, and turn the spine to the starting position, section by section.",Szmqw5_action_10,frames_open/Szmqw5,18526,19306,U1zT0YQOaN
kSRn9X_action_12__ann0,,clap jacks,3.000000,train,Clap Jacks,"The hands are not completely tight, slightly drooping.","lift your head and chest, and tense your abdomen. tense the arms, and use the strength of your pectoral muscles to clap your hands while jumping back and forth with alternating feet.",kSRn9X_action_12,frames_open/kSRn9X,10261,10666,U1zT0YQOaN
vHqhM6_action_5__ann0,,kneeling pushing-ups,4.000000,train,Kneeling pushing-ups,"The body is in a straight line, with sufficient depth in the downward press.","cross your feet, kneel on the mat, keep your back straight, keep your body in a straight line from the side, and put your hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down until your elbows are slightly above your torso, then stretch your arms and get up to restore.",vHqhM6_action_5,frames_open/vHqhM6,7051,7711,U1zT0YQOaN
vHqhM6_action_5__ann1,,kneeling pushing-ups,5.000000,train,Kneeling pushing-ups,"This student did very well, the movements were very accurate, even better than the sample video. The movements were very standard, especially when doing push-ups with fists instead of palms.","cross your feet, kneel on the mat, keep your back straight, keep your body in a straight line from the side, and put your hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down until your elbows are slightly above your torso, then stretch your arms and get up to restore.",vHqhM6_action_5,frames_open/vHqhM6,7051,7711,Cffu4G7Fgt
m6KopZ_action_11__ann0,,clap jacks,3.000000,train,Clap Jacks,"The hands are not completely tightened, somewhat facing downwards.","lift your head and chest, and tense your abdomen. tense the arms, and use the strength of your pectoral muscles to clap your hands while jumping back and forth with alternating feet.",m6KopZ_action_11,frames_open/m6KopZ,6796,7096,U1zT0YQOaN
SMPFTP_action_9__ann0,,clap jacks,2.000000,train,Clap Jacks,"The foot movement is incorrect, it should be jumping instead of lifting the leg.","lift your head and chest, and tense your abdomen. tense the arms, and use the strength of your pectoral muscles to clap your hands while jumping back and forth with alternating feet.",SMPFTP_action_9,frames_open/SMPFTP,6901,7201,U1zT0YQOaN
SMPFTP_action_9__ann1,,clap jacks,1.000000,train,Clap Jacks,"The hands should be placed flat, and the feet should jump forward and backward.","lift your head and chest, and tense your abdomen. tense the arms, and use the strength of your pectoral muscles to clap your hands while jumping back and forth with alternating feet.",SMPFTP_action_9,frames_open/SMPFTP,6901,7201,Ue52RvEJgw
fu4G7F_action_6__ann0,,push-ups,2.000000,train,Push-ups,"The body is not aligned straight, and the range of downward movement is too small.","push up on the mat, keep your waist and back straight, keep your body in a straight line from the side, and hold the hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down your body until your elbows are slightly higher than your torso, then stretch your arms to get up and restore.",fu4G7F_action_6,frames_open/fu4G7F,4081,4666,U1zT0YQOaN
fu4G7F_action_6__ann1,,push-ups,3.000000,train,Push-ups,"The body arches upwards and is not in a straight line when viewed from the side, the waist should be lowered.","push up on the mat, keep your waist and back straight, keep your body in a straight line from the side, and hold the hands on both sides of the chest, slightly wider than shoulder-width apart. bend your arms and bend down your body until your elbows are slightly higher than your torso, then stretch your arms to get up and restore.",fu4G7F_action_6,frames_open/fu4G7F,4081,4666,FQPS6YwfuN
